chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr11	62285590	62290757	POLR2G|0.446|32.7%	0.446	.	62285591	62290757	150,105,0
chr11	62295450	62311390	TAF6L|0.205|77.1%	0.205	.	62295451	62311390	50,205,0
chr11	62311449	62314447	TMEM179B|0.249|65.4%	0.249	.	62311450	62314447	75,180,0
chr11	62316173	62329540	NXF1|0.697|12.9%	0.697	.	62316174	62329540	200,55,0
chr11	62380093	62412928	SLC3A2|0.345|46.6%	0.345	.	62380094	62412928	125,130,0
chr11	62432727	62445588	CHRM1|0.351|45.6%	0.351	.	62432728	62445588	125,130,0
chr11	62500644	62509045	SLC22A6|0.425|35.2%	0.425	.	62500645	62509045	150,105,0
chr11	62516872	62539887	SLC22A8|0.345|46.4%	0.345	.	62516873	62539887	125,130,0
chr11	63030131	63040815	LGALS12|0.154|89.3%	0.154	.	63030132	63040815	25,230,0
chr11	63060848	63070505	RARRES3|0.005|100.0%	0.005	.	63060849	63070505	0,255,0
chr11	63205497	63283913	RTN3|0.502|27.1%	0.502	.	63205498	63283913	175,80,0
chr11	63435302	63440892	RCOR2|0.251|65.0%	0.251	.	63435303	63440892	75,180,0
chr11	63463038	63481020	NAT11|0.253|64.4%	0.253	.	63463039	63481020	75,180,0
chr11	63498654	63500590	COX8A|0.095|97.6%	0.095	.	63498655	63500590	0,255,0
chr11	63522606	63690109	MACROD1|0.238|68.5%	0.238	.	63522607	63690109	75,180,0
chr11	63709872	63728596	STIP1|0.717|11.9%	0.717	.	63709873	63728596	200,55,0
chr11	63747847	63750257	TRPT1|0.143|91.3%	0.143	.	63747848	63750257	0,255,0
chr11	63758841	63762834	VEGFB|0.396|39.1%	0.396	.	63758842	63762834	150,105,0
chr11	63764988	63768262	FKBP2|0.307|53.0%	0.307	.	63764989	63768262	100,155,0
chr11	63775617	63791970	PLCB3|0.600|18.9%	0.600	.	63775618	63791970	200,55,0
chr11	63793877	63808740	BAD|0.317|51.1%	0.317	.	63793878	63808740	100,155,0
chr11	63815368	63824078	KCNK4|0.281|57.8%	0.281	.	63815369	63824078	100,155,0
chr11	63828022	63845858	PRDX5|0.540|23.6%	0.540	.	63828023	63845858	175,80,0
chr11	63829619	63840791	ESRRA|0.579|20.4%	0.579	.	63829620	63840791	175,80,0
chr11	63883200	63896262	RPS6KA4|0.525|25.0%	0.525	.	63883201	63896262	175,80,0
chr11	64079665	64095575	SLC22A11|0.270|60.4%	0.270	.	64079666	64095575	75,180,0
chr11	64130221	64247236	NRXN2|0.331|48.7%	0.331	.	64130222	64247236	125,130,0
chr11	64250958	64269504	RASGRP2|0.467|30.5%	0.467	.	64250959	64269504	150,105,0
chr11	64270436	64284763	PYGM|0.613|18.1%	0.613	.	64270437	64284763	200,55,0
chr11	64288653	64302817	SF1|0.445|32.8%	0.445	.	64288654	64302817	150,105,0
chr11	64327563	64335342	MEN1|0.626|17.1%	0.626	.	64327564	64335342	200,55,0
chr11	64348239	64368617	CDC42BPG|0.211|75.8%	0.211	.	64348240	64368617	50,205,0
chr11	64376778	64403725	EHD1|0.305|53.3%	0.305	.	64376779	64403725	100,155,0
chr11	64418594	64441298	ATG2A|0.292|56.0%	0.292	.	64418595	64441298	100,155,0
chr11	64448755	64458523	PPP2R5B|0.248|66.0%	0.248	.	64448756	64458523	75,180,0
chr11	64458520	64459936	GPHA2|0.373|42.2%	0.373	.	64458521	64459936	125,130,0
chr11	64511991	64521093	BATF2|0.148|90.2%	0.148	.	64511992	64521093	0,255,0
chr11	64564951	64568875	SAC3D1|0.189|81.0%	0.189	.	64564952	64568875	25,230,0
chr11	64568872	64582585	NAALADL1|0.146|90.7%	0.146	.	64568873	64582585	0,255,0
chr11	64601502	64608100	CDCA5|0.700|12.7%	0.700	.	64601503	64608100	200,55,0
chr11	64608269	64612450	ZFPL1|0.217|74.0%	0.217	.	64608270	64612450	50,205,0
chr11	64640489	64641701	ZNHIT2|0.294|55.6%	0.294	.	64640490	64641701	100,155,0
chr11	64646303	64651417	MRPL49|0.191|80.5%	0.191	.	64646304	64651417	25,230,0
chr11	64651348	64658579	SYVN1|0.640|16.2%	0.640	.	64651349	64658579	200,55,0
chr11	64705918	64736052	CAPN1|0.654|15.3%	0.654	.	64705919	64736052	200,55,0
chr11	64786005	64821663	POLA2|0.668|14.5%	0.668	.	64786006	64821663	200,55,0
chr11	64838906	64846475	CDC42EP2|0.221|72.9%	0.221	.	64838907	64846475	50,205,0
chr11	64857921	64877027	DPF2|0.489|28.3%	0.489	.	64857922	64877027	175,80,0
chr11	64878857	64881654	TIGD3|0.237|68.6%	0.237	.	64878858	64881654	75,180,0
chr11	64899238	64906718	SLC25A45|0.094|97.6%	0.094	.	64899239	64906718	0,255,0
chr11	64910616	64937569	FRMD8|0.209|76.1%	0.209	.	64910617	64937569	50,205,0
chr11	65049123	65062758	SCYL1|0.377|41.7%	0.377	.	65049124	65062758	125,130,0
chr11	65062865	65082275	LTBP3|0.441|33.2%	0.441	.	65062866	65082275	150,105,0
chr11	65094518	65095793	SSSCA1|0.326|49.5%	0.326	.	65094519	65095793	125,130,0
chr11	65096395	65098245	FAM89B|0.277|58.8%	0.277	.	65096396	65098245	100,155,0
chr11	65109441	65174965	SIPA1|0.267|61.0%	0.267	.	65109442	65174965	75,180,0
chr11	65116902	65120043	KCNK7|0.113|95.8%	0.113	.	65116903	65120043	0,255,0
chr11	65121801	65138296	MAP3K11|0.331|48.8%	0.331	.	65121802	65138296	125,130,0
chr11	65177648	65186959	RELA|0.996|0.5%	0.996	.	65177649	65186959	255,0,0
chr11	65311104	65321259	OVOL1|0.525|25.1%	0.525	.	65311105	65321259	175,80,0
chr11	65357985	65377746	SNX32|0.204|77.3%	0.204	.	65357986	65377746	50,205,0
chr11	65378883	65382380	CFL1|0.452|32.1%	0.452	.	65378884	65382380	150,105,0
chr11	65384800	65390485	MUS81|0.699|12.8%	0.699	.	65384801	65390485	200,55,0
chr11	65403859	65407788	CTSW|0.180|83.6%	0.180	.	65403860	65407788	25,230,0
chr11	65407786	65412586	FIBP|0.143|91.2%	0.143	.	65407787	65412586	0,255,0
chr11	65414450	65415681	CCDC85B|0.324|49.9%	0.324	.	65414451	65415681	125,130,0
chr11	65416267	65424573	FOSL1|0.404|38.1%	0.404	.	65416268	65424573	150,105,0
chr11	65440860	65443107	C11orf68|0.465|30.7%	0.465	.	65440861	65443107	150,105,0
chr11	65443303	65445607	DRAP1|0.381|41.3%	0.381	.	65443304	65445607	125,130,0
chr11	65485735	65504183	SART1|0.827|6.9%	0.827	.	65485736	65504183	255,0,0
chr11	65520592	65526154	EIF1AD|0.264|61.7%	0.264	.	65520593	65526154	75,180,0
chr11	65536037	65537551	CST6|0.209|76.1%	0.209	.	65536038	65537551	50,205,0
chr11	65540799	65550564	CATSPER1|0.060|99.4%	0.060	.	65540800	65550564	0,255,0
chr11	65564814	65573227	GAL3ST3|0.253|64.4%	0.253	.	65564815	65573227	75,180,0
chr11	65576391	65592958	SF3B2|0.234|69.7%	0.234	.	65576392	65592958	75,180,0
chr11	65594399	65768789	PACS1|0.363|43.6%	0.363	.	65594400	65768789	125,130,0
chr11	65777734	65801539	RAB1B|0.467|30.5%	0.467	.	65777735	65801539	150,105,0
chr11	65781765	65791907	KLC2|0.372|42.4%	0.372	.	65781766	65791907	125,130,0
chr11	65802271	65808259	CNIH2|0.259|63.2%	0.259	.	65802272	65808259	75,180,0
chr11	65808626	65813196	YIF1A|0.304|53.5%	0.304	.	65808627	65813196	100,155,0
chr11	65838800	65841074	CD248|0.313|51.8%	0.313	.	65838801	65841074	100,155,0
chr11	65856117	65860576	RIN1|0.176|84.8%	0.176	.	65856118	65860576	25,230,0
chr11	65861379	65869158	BRMS1|0.233|69.9%	0.233	.	65861380	65869158	75,180,0
chr11	65886568	65895867	SLC29A2|0.583|20.2%	0.583	.	65886569	65895867	175,80,0
chr11	65945050	65950753	NPAS4|0.571|21.0%	0.571	.	65945051	65950753	175,80,0
chr11	65959881	65962880	MRPL11|0.509|26.5%	0.509	.	65959882	65962880	175,80,0
chr11	65990911	66001381	PELI3|0.428|34.9%	0.428	.	65990912	66001381	150,105,0
chr11	66063310	66070247	ZDHHC24|0.225|71.9%	0.225	.	66063311	66070247	50,205,0
chr11	66087511	66092623	CTSF|0.223|72.3%	0.223	.	66087512	66092623	50,205,0
chr11	66114512	66117062	CCDC87|0.208|76.4%	0.208	.	66114513	66117062	50,205,0
chr11	66117265	66130065	CCS|0.141|91.6%	0.141	.	66117266	66130065	0,255,0
chr11	66140672	66170516	RBM14|0.813|7.7%	0.813	.	66140673	66170516	255,0,0
chr11	66209298	66245446	SPTBN2|0.475|29.7%	0.475	.	66209299	66245446	175,80,0
chr11	66268782	66367375	C11orf80|0.085|98.3%	0.085	.	66268783	66367375	0,255,0
chr11	66367458	66370579	RCE1|0.521|25.3%	0.521	.	66367459	66370579	175,80,0
chr11	66372572	66482423	PC|0.313|51.7%	0.313	.	66372573	66482423	100,155,0
chr11	66381548	66398656	LRFN4|0.387|40.4%	0.387	.	66381549	66398656	125,130,0
chr11	66547466	66574905	SYT12|0.281|57.7%	0.281	.	66547467	66574905	100,155,0
chr11	66644073	66781717	FBXL11|0.484|28.7%	0.484	.	66644074	66781717	175,80,0
chr11	66790480	66810605	ADRBK1|0.739|10.8%	0.739	.	66790481	66810605	200,55,0
chr11	66813394	66826530	ANKRD13D|0.214|75.0%	0.214	.	66813395	66826530	50,205,0
chr11	66827576	66836652	SSH3|0.598|19.0%	0.598	.	66827577	66836652	200,55,0
chr11	66875596	66877593	POLD4|0.404|37.9%	0.404	.	66875597	66877593	150,105,0
chr11	66888218	66897782	CLCF1|0.459|31.4%	0.459	.	66888219	66897782	150,105,0
chr11	66915998	66922437	RAD9A|0.634|16.6%	0.634	.	66915999	66922437	200,55,0
chr11	66922227	66925952	PPP1CA|0.996|0.5%	0.996	.	66922228	66925952	255,0,0
chr11	66927987	66934133	TBC1D10C|0.431|34.4%	0.431	.	66927988	66934133	150,105,0
chr11	66952510	66959454	RPS6KB2|0.373|42.2%	0.373	.	66952511	66959454	125,130,0
chr11	66959556	66961729	PTPRCAP|0.194|79.6%	0.194	.	66959557	66961729	50,205,0
chr11	66962094	66967839	CORO1B|0.647|15.7%	0.647	.	66962095	66967839	200,55,0
chr11	66975358	66976771	GPR152|0.183|82.9%	0.183	.	66975359	66976771	25,230,0
chr11	66979393	66983227	CABP4|0.282|57.6%	0.282	.	66979394	66983227	100,155,0
chr11	66988396	66993319	TMEM134|0.157|88.7%	0.157	.	66988397	66993319	25,230,0
chr11	67007096	67015150	AIP|0.595|19.3%	0.595	.	67007097	67015150	200,55,0
chr11	67015815	67029412	PITPNM1|0.222|72.5%	0.222	.	67015816	67029412	50,205,0
chr11	67030544	67032678	CDK2AP2|0.562|21.8%	0.562	.	67030545	67032678	175,80,0
chr11	67130982	67136581	NDUFV1|0.245|66.8%	0.245	.	67130983	67136581	75,180,0
chr11	67151985	67153968	NUDT8|0.236|69.0%	0.236	.	67151986	67153968	75,180,0
chr11	67186209	67198678	ALDH3B2|0.245|66.7%	0.245	.	67186210	67198678	75,180,0
chr11	67534365	67552183	ALDH3B1|0.365|43.3%	0.365	.	67534366	67552183	125,130,0
chr11	67554669	67560686	NDUFS8|0.296|55.1%	0.296	.	67554670	67560686	100,155,0
chr11	67563058	67574941	TCIRG1|0.349|45.8%	0.349	.	67563059	67574941	125,130,0
chr11	67576925	67645434	CHKA|0.305|53.3%	0.305	.	67576926	67645434	100,155,0
chr11	67680082	67737871	SUV420H1|0.241|67.7%	0.241	.	67680083	67737871	75,180,0
chr11	67785382	67795997	C11orf24|0.095|97.5%	0.095	.	67785383	67795997	0,255,0
chr11	67984774	68139373	SAPS3|0.638|16.3%	0.638	.	67984775	68139373	200,55,0
chr11	68208558	68215219	GAL|0.651|15.4%	0.651	.	68208559	68215219	200,55,0
chr11	68231483	68275564	MTL5|0.158|88.3%	0.158	.	68231484	68275564	25,230,0
chr11	68278665	68365881	CPT1A|0.216|74.2%	0.216	.	68278666	68365881	50,205,0
chr11	68415322	68427879	MRPL21|0.114|95.6%	0.114	.	68415323	68427879	0,255,0
chr11	68427894	68464645	IGHMBP2|0.183|82.7%	0.183	.	68427895	68464645	25,230,0
chr11	69165053	69178422	CCND1|0.999|0.3%	0.999	.	69165054	69178422	255,0,0
chr11	69189514	69199346	ORAOV1|0.256|63.8%	0.256	.	69189515	69199346	75,180,0
chr11	69222187	69228287	FGF19|0.441|33.4%	0.441	.	69222188	69228287	150,105,0
chr11	69333916	69343129	FGF3|0.825|7.1%	0.825	.	69333917	69343129	255,0,0
chr11	69726916	69731134	FADD|0.136|92.5%	0.136	.	69726917	69731134	0,255,0
chr11	69794470	69908148	PPFIA1|0.214|74.8%	0.214	.	69794471	69908148	50,205,0
chr11	69922291	69960337	CTTN|0.364|43.6%	0.364	.	69922292	69960337	125,130,0
chr11	69991608	70536020	SHANK2|0.437|33.7%	0.437	.	69991609	70536020	150,105,0
chr11	70841864	70890227	NADSYN1|0.172|85.7%	0.172	.	70841865	70890227	25,230,0
chr11	71387234	71391221	IL18BP|0.093|97.6%	0.093	.	71387235	71391221	0,255,0
chr11	71387840	71469221	NUMA1|0.167|86.5%	0.167	.	71387841	71469221	25,230,0
chr11	71485986	71491970	C11orf59|0.477|29.4%	0.477	.	71485987	71491970	175,80,0
chr11	71524418	71528582	FOLR3|0.184|82.4%	0.184	.	71524419	71528582	25,230,0
chr11	71578249	71584990	FOLR1|0.540|23.6%	0.540	.	71578250	71584990	175,80,0
chr11	71605475	71610632	FOLR2|0.132|93.1%	0.132	.	71605476	71610632	0,255,0
chr11	71613472	71627797	INPPL1|0.213|75.1%	0.213	.	71613473	71627797	50,205,0
chr11	71681121	71823216	CLPB|0.223|72.4%	0.223	.	71681122	71823216	50,205,0
chr11	71964833	72063113	PDE2A|0.402|38.3%	0.402	.	71964834	72063113	150,105,0
chr11	72203098	72218326	ATG16L2|0.166|86.9%	0.166	.	72203099	72218326	25,230,0
chr11	72225438	72530954	FCHSD2|0.463|30.9%	0.463	.	72225439	72530954	150,105,0
chr11	72606991	72625041	P2RY2|0.230|70.7%	0.230	.	72606992	72625041	50,205,0
chr11	72653217	72687292	P2RY6|0.188|81.3%	0.188	.	72653218	72687292	25,230,0
chr11	72765052	72786166	RELT|0.235|69.5%	0.235	.	72765053	72786166	75,180,0
chr11	73023591	73051510	PLEKHB1|0.322|50.3%	0.322	.	73023592	73051510	100,155,0
chr11	73176571	73253304	MRPL48|0.203|77.6%	0.203	.	73176572	73253304	50,205,0
chr11	73261362	73265538	CHCHD8|0.028|99.8%	0.028	.	73261363	73265538	0,255,0
chr11	73265680	73316427	PAAF1|0.363|43.6%	0.363	.	73265681	73316427	125,130,0
chr11	73339011	73358980	DNAJB13|0.229|70.9%	0.229	.	73339012	73358980	50,205,0
chr11	73363363	73371537	UCP2|0.261|62.5%	0.261	.	73363364	73371537	75,180,0
chr11	73388984	73397778	UCP3|0.171|85.8%	0.171	.	73388985	73397778	25,230,0
chr11	73423127	73559712	C2CD3|0.434|34.1%	0.434	.	73423128	73559712	150,105,0
chr11	73619080	73643395	PPME1|0.329|49.0%	0.329	.	73619081	73643395	125,130,0
chr11	73655349	73700347	P4HA3|0.130|93.5%	0.130	.	73655350	73700347	0,255,0
chr11	73719008	73787150	PGM2L1|0.500|27.3%	0.500	.	73719009	73787150	175,80,0
chr11	73843533	73856248	KCNE3|0.227|71.5%	0.227	.	73843534	73856248	50,205,0
chr11	73981276	74031413	POLD3|0.671|14.4%	0.671	.	73981277	74031413	200,55,0
chr11	74376826	74396389	NEU3|0.433|34.1%	0.433	.	74376827	74396389	150,105,0
chr11	74539808	74594945	SLCO2B1|0.214|74.9%	0.214	.	74539809	74594945	50,205,0
chr11	74654129	74740521	ARRB1|0.388|40.3%	0.388	.	74654130	74740521	125,130,0
chr11	74788209	74794378	RPS3|0.987|1.0%	0.987	.	74788210	74794378	255,0,0
chr11	74823333	74914515	GDPD5|0.267|61.0%	0.267	.	74823334	74914515	75,180,0
chr11	74950817	74961492	SERPINH1|0.819|7.4%	0.819	.	74950818	74961492	255,0,0
chr11	74975611	75057127	MAP6|0.130|93.4%	0.130	.	74975612	75057127	0,255,0
chr11	75106535	75120308	MOGAT2|0.313|51.9%	0.313	.	75106536	75120308	100,155,0
chr11	75157455	75190227	DGAT2|0.241|67.7%	0.241	.	75157456	75190227	75,180,0
chr11	75203859	75532930	UVRAG|0.290|56.3%	0.290	.	75203860	75532930	100,155,0
chr11	75575017	75595222	WNT11|0.219|73.6%	0.219	.	75575018	75595222	50,205,0
chr11	75833716	75940234	C11orf30|0.628|17.0%	0.628	.	75833717	75940234	200,55,0
chr11	76046218	76059439	LRRC32|0.320|50.5%	0.320	.	76046219	76059439	100,155,0
chr11	76171932	76186845	TSKU|0.345|46.5%	0.345	.	76171933	76186845	125,130,0
chr11	76455639	76514844	CAPN5|0.356|44.7%	0.356	.	76455640	76514844	125,130,0
chr11	76605252	76676111	GDPD4|0.043|99.6%	0.043	.	76605253	76676111	0,255,0
chr11	76710708	76862581	PAK1|0.915|3.7%	0.915	.	76710709	76862581	255,0,0
chr11	76978327	76998339	AQP11|0.220|73.0%	0.220	.	76978328	76998339	50,205,0
chr11	77054922	77209528	RSF1|0.779|9.0%	0.779	.	77054923	77209528	255,0,0
chr11	77209848	77265745	C11orf67|0.158|88.3%	0.158	.	77209849	77265745	25,230,0
chr11	77267415	77383365	INTS4|0.267|61.2%	0.267	.	77267416	77383365	75,180,0
chr11	77457050	77468579	NDUFC2|0.089|98.0%	0.089	.	77457051	77468579	0,255,0
chr11	77489635	77528347	ALG8|0.505|26.9%	0.505	.	77489636	77528347	175,80,0
chr11	77559950	77577312	KCTD21|0.338|47.6%	0.338	.	77559951	77577312	125,130,0
chr11	77603989	77806414	GAB2|0.449|32.3%	0.449	.	77603990	77806414	150,105,0
chr11	77824894	77963474	NARS2|0.206|76.8%	0.206	.	77824895	77963474	50,205,0
chr11	82213057	82289205	PRCP|0.487|28.5%	0.487	.	82213058	82289205	175,80,0
chr11	82303401	82323345	C11orf82|0.579|20.4%	0.579	.	82303402	82323345	175,80,0
chr11	82370126	82460532	RAB30|0.486|28.6%	0.486	.	82370127	82460532	175,80,0
chr11	82545784	82574478	PCF11|0.641|16.1%	0.641	.	82545785	82574478	200,55,0
chr11	82582938	82644690	ANKRD42|0.242|67.5%	0.242	.	82582939	82644690	75,180,0
chr11	82650151	82675025	CCDC90B|0.238|68.5%	0.238	.	82650152	82675025	75,180,0
chr11	85017295	85025210	TMEM126B|0.131|93.3%	0.131	.	85017296	85025210	0,255,0
chr11	85036668	85045227	TMEM126A|0.097|97.4%	0.097	.	85036669	85045227	0,255,0
chr11	85049532	85053794	CREBZF|0.446|32.7%	0.446	.	85049533	85053794	150,105,0
chr11	85073696	85074821	CCDC89|0.414|36.7%	0.414	.	85073697	85074821	150,105,0
chr11	85082914	85146692	SYTL2|0.350|45.7%	0.350	.	85082915	85146692	125,130,0
chr11	85346378	85457787	PICALM|0.962|2.0%	0.962	.	85346379	85457787	255,0,0
chr11	85633462	85667426	EED|0.903|4.1%	0.903	.	85633463	85667426	255,0,0
chr11	85829797	86061075	ME3|0.316|51.2%	0.316	.	85829798	86061075	100,155,0
chr11	86189138	86199923	PRSS23|0.376|41.9%	0.376	.	86189139	86199923	125,130,0
chr11	86334369	86344081	FZD4|0.432|34.3%	0.432	.	86334370	86344081	150,105,0
chr11	86426547	86712215	TMEM135|0.370|42.6%	0.370	.	86426548	86712215	125,130,0
chr11	87486063	87548249	RAB38|0.344|46.6%	0.344	.	87486064	87548249	125,130,0
chr11	87666420	87710586	CTSC|0.329|49.0%	0.329	.	87666421	87710586	125,130,0
chr11	87881005	88438761	GRM5|0.422|35.6%	0.422	.	87881006	88438761	150,105,0
chr11	88550687	88668574	TYR|0.377|41.7%	0.377	.	88550688	88668574	125,130,0
chr11	89507490	89565416	NAALAD2|0.268|60.9%	0.268	.	89507491	89565416	75,180,0
chr11	89574264	89595854	CHORDC1|0.640|16.2%	0.640	.	89574265	89595854	200,55,0
chr11	92342436	92355596	MTNR1B|0.201|78.1%	0.201	.	92342437	92355596	50,205,0
chr11	92520499	92570743	SLC36A4|0.350|45.7%	0.350	.	92520500	92570743	125,130,0
chr11	92703530	92811282	CCDC67|0.165|87.1%	0.165	.	92703531	92811282	25,230,0
chr11	92851288	92916194	C11orf75|0.434|34.0%	0.434	.	92851289	92916194	150,105,0
chr11	93114440	93135868	C11orf54|0.191|80.4%	0.191	.	93114441	93135868	25,230,0
chr11	93157052	93186144	MED17|0.191|80.4%	0.191	.	93157053	93186144	25,230,0
chr11	93750130	93774066	GPR83|0.218|73.8%	0.218	.	93750131	93774066	50,205,0
chr11	93790122	93866688	MRE11A|0.999|0.2%	0.999	.	93790123	93866688	255,0,0
chr11	93866800	93872385	ANKRD49|0.263|62.2%	0.263	.	93866801	93872385	75,180,0
chr11	93940161	93994234	PIWIL4|0.190|80.9%	0.190	.	93940162	93994234	25,230,0
chr11	94141155	94249566	AMOTL1|0.407|37.5%	0.407	.	94141156	94249566	150,105,0
chr11	94335440	94346424	CWC15|0.428|34.8%	0.428	.	94335441	94346424	150,105,0
chr11	94346492	94372326	JMJD2D|0.302|54.0%	0.302	.	94346493	94372326	100,155,0
chr11	94545780	94603894	SESN3|0.420|35.9%	0.420	.	94545781	94603894	150,105,0
chr11	95141764	95162429	FAM76B|0.500|27.3%	0.500	.	95141765	95162429	175,80,0
chr11	95163289	95205502	CEP57|0.549|22.8%	0.549	.	95163290	95205502	175,80,0
chr11	95205693	95296920	MTMR2|0.231|70.4%	0.231	.	95205694	95296920	50,205,0
chr11	95351087	95466334	MAML2|0.413|36.8%	0.413	.	95351088	95466334	150,105,0
chr11	95725588	95757574	CCDC82|0.182|83.2%	0.182	.	95725589	95757574	25,230,0
chr11	95762805	95765250	JRKL|0.300|54.4%	0.300	.	95762806	95765250	100,155,0
chr11	99195472	99732683	CNTN5|0.394|39.3%	0.394	.	99195473	99732683	150,105,0
chr11	100414312	100506465	PGR|0.237|68.6%	0.237	.	100414313	100506465	75,180,0
chr11	101266615	101292465	ANGPTL5|0.236|69.1%	0.236	.	101266616	101292465	75,180,0
chr11	101290955	101377003	KIAA1377|0.170|86.1%	0.170	.	101290956	101377003	25,230,0
chr11	101486496	101609356	YAP1|0.715|12.0%	0.715	.	101486497	101609356	200,55,0
chr11	101693403	101713658	BIRC3|0.427|35.0%	0.427	.	101693404	101713658	150,105,0
chr11	101723175	101754604	BIRC2|0.228|71.0%	0.228	.	101723176	101754604	50,205,0
chr11	101772267	101828985	TMEM123|0.167|86.5%	0.167	.	101772268	101828985	25,230,0
chr11	101896449	101906688	MMP7|0.170|86.0%	0.170	.	101896450	101906688	25,230,0
chr11	101952775	102001273	MMP20|0.128|93.8%	0.128	.	101952776	102001273	0,255,0
chr11	102067624	102081678	MMP27|0.183|82.8%	0.183	.	102067625	102081678	25,230,0
chr11	102088598	102100868	MMP8|0.204|77.4%	0.204	.	102088599	102100868	50,205,0
chr11	102146454	102156569	MMP10|0.176|84.7%	0.176	.	102146455	102156569	25,230,0
chr11	102165860	102174104	MMP1|0.536|23.9%	0.536	.	102165861	102174104	175,80,0
chr11	102211737	102219552	MMP3|0.215|74.6%	0.215	.	102211738	102219552	50,205,0
chr11	102238685	102250922	MMP12|0.266|61.3%	0.266	.	102238686	102250922	75,180,0
chr11	102318936	102331672	MMP13|0.437|33.8%	0.437	.	102318937	102331672	150,105,0
chr11	102438031	102468079	DCUN1D5|0.612|18.1%	0.612	.	102438032	102468079	200,55,0
chr11	102485369	102855801	DYNC2H1|0.207|76.7%	0.207	.	102485370	102855801	50,205,0
chr11	103283124	103540237	PDGFD|0.320|50.5%	0.320	.	103283125	103540237	100,155,0
chr11	103412517	103415132	DDI1|0.097|97.4%	0.097	.	103412518	103415132	0,255,0
chr11	104318803	104344535	CASP4|0.378|41.5%	0.378	.	104318804	104344535	125,130,0
chr11	104370179	104384957	CASP5|0.226|71.5%	0.226	.	104370180	104384957	50,205,0
chr11	105427035	105453396	KBTBD3|0.302|53.9%	0.302	.	105427036	105453396	100,155,0
chr11	105453501	105474629	AASDHPPT|0.351|45.6%	0.351	.	105453502	105474629	125,130,0
chr11	106063119	106394381	GUCY1A2|0.410|37.3%	0.410	.	106063120	106394381	150,105,0
chr11	106880549	106941637	ALKBH8|0.449|32.3%	0.449	.	106880550	106941637	150,105,0
chr11	106992718	107042714	ELMOD1|0.187|81.7%	0.187	.	106992719	107042714	25,230,0
chr11	107166929	107234864	SLC35F2|0.288|56.6%	0.288	.	107166930	107234864	100,155,0
chr11	107384617	107483676	CUL5|0.371|42.4%	0.371	.	107384618	107483676	125,130,0
chr11	107497467	107523485	ACAT1|0.471|30.0%	0.471	.	107497468	107523485	175,80,0
chr11	107533330	107598575	NPAT|0.911|3.8%	0.911	.	107533331	107598575	255,0,0
chr11	107707139	107843468	C11orf65|0.201|78.2%	0.201	.	107707140	107843468	50,205,0
chr11	107848061	107874369	KDELC2|0.251|65.1%	0.251	.	107848062	107874369	75,180,0
chr11	107884892	107969570	EXPH5|0.175|85.0%	0.175	.	107884893	107969570	25,230,0
chr11	108041013	108316866	DDX10|0.552|22.6%	0.552	.	108041014	108316866	175,80,0
chr11	109571495	109672647	RDX|0.602|18.7%	0.602	.	109571496	109672647	200,55,0
chr11	109952975	110088661	ARHGAP20|0.352|45.3%	0.352	.	109952976	110088661	125,130,0
chr11	110728209	110755627	POU2AF1|0.268|60.9%	0.268	.	110728210	110755627	75,180,0
chr11	110843464	110888274	BTG4|0.309|52.6%	0.309	.	110843465	110888274	100,155,0
chr11	111102841	111142379	PPP2R1B|0.846|6.2%	0.846	.	111102842	111142379	255,0,0
chr11	111158128	111247416	ALG9|0.586|19.8%	0.586	.	111158129	111247416	200,55,0
chr11	111284559	111287704	CRYAB|0.569|21.2%	0.569	.	111284560	111287704	175,80,0
chr11	111313136	111398515	DIXDC1|0.400|38.6%	0.400	.	111313137	111398515	150,105,0
chr11	111443734	111450105	PIH1D2|0.188|81.3%	0.188	.	111443735	111450105	25,230,0
chr11	111450177	111461084	C11orf57|0.191|80.5%	0.191	.	111450178	111461084	25,230,0
chr11	111461082	111462679	TIMM8B|0.416|36.3%	0.416	.	111461083	111462679	150,105,0
chr11	111519185	111540050	IL18|0.092|97.7%	0.092	.	111519186	111540050	0,255,0
chr11	111551417	111594853	BCO2|0.112|95.9%	0.112	.	111551418	111594853	0,255,0
